game_id,away_team_name,away_id,away_powerPlayPercentage,away_savePctg,away_shootingPctg,away_shots,away_shotsAllowed,away_penaltyKillPercentage,away_powerplayspergame,away_faceOffWinPercentage,home_team_name,home_id,home_powerPlayPercentage,home_savePctg,home_shootingPctg,home_shots,home_shotsAllowed,home_penaltyKillPercentage,home_powerplayspergame,home_faceOffWinPercentage,result
0001,Pittsburgh Penguins,5,33.3,0.7777777777777778,0.08823529411764706,34,27,-65.7,3.0,42.0,Philadelphia Flyers,4,66.7,0.9117647058823529,0.2222222222222222,27,34,-32.3,3.0,58.0,1
0002,Chicago Blackhawks,16,33.3,0.8484848484848485,0.043478260869565216,23,33,-49.0,3.0,49.1,Tampa Bay Lightning,14,50.0,0.9565217391304348,0.15151515151515152,33,23,-32.3,4.0,50.9,1
0003,Montréal Canadiens,8,66.7,0.8529411764705882,0.125,32,34,-49.0,3.0,46.0,Toronto Maple Leafs,10,50.0,0.875,0.14705882352941177,34,32,-65.7,4.0,54.0,1
0004,Vancouver Canucks,23,0.0,0.9032258064516129,0.14285714285714285,35,31,1.0,2.0,48.2,Edmonton Oilers,22,0.0,0.8571428571428571,0.0967741935483871,31,35,1.0,4.0,51.8,0
0005,St. Louis Blues,19,0.0,0.9629629629629629,0.125,32,27,-24.0,2.0,45.6,Colorado Avalanche,21,25.0,0.875,0.037037037037037035,27,32,1.0,4.0,54.4,0
0006,Washington Capitals,15,50.0,0.8461538461538461,0.21428571428571427,28,26,-32.3,2.0,50.9,Buffalo Sabres,7,33.3,0.7857142857142857,0.15384615384615385,26,28,-49.0,3.0,49.1,0
0007,Boston Bruins,6,40.0,0.9090909090909091,0.05405405405405406,37,22,1.0,5.0,57.4,New Jersey Devils,1,0.0,0.9459459459459459,0.09090909090909091,22,37,-39.0,5.0,42.6,0
0008,New York Islanders,2,25.0,1.0,0.12121212121212122,33,24,1.0,8.0,58.8,New York Rangers,3,0.0,0.8787878787878788,0.0,24,33,-24.0,3.0,41.2,0
0009,Dallas Stars,25,0.0,0.9423076923076923,0.04,25,52,1.0,1.0,43.9,Florida Panthers,13,0.0,0.96,0.057692307692307696,52,25,1.0,3.0,56.1,1
0010,Carolina Hurricanes,12,33.3,1.0,0.06976744186046512,43,14,1.0,3.0,59.6,Detroit Red Wings,17,0.0,0.9302325581395349,0.0,14,43,-32.3,2.0,40.4,0
0011,Columbus Blue Jackets,29,0.0,0.9142857142857143,0.03333333333333333,30,35,1.0,2.0,54.0,Nashville Predators,18,0.0,0.9666666666666667,0.08571428571428572,35,30,1.0,3.0,46.0,1
0012,Calgary Flames,20,33.3,0.8823529411764706,0.11538461538461539,26,34,-24.0,3.0,45.5,Winnipeg Jets,52,25.0,0.8846153846153846,0.11764705882352941,34,26,-32.3,4.0,54.5,1
0013,Vancouver Canucks,23,0.0,0.8913043478260869,0.05,40,46,-49.0,5.0,53.6,Edmonton Oilers,22,50.0,0.95,0.10869565217391304,46,40,1.0,4.0,46.4,1
0014,San Jose Sharks,28,25.0,0.918918918918919,0.08571428571428572,35,37,-24.0,4.0,45.3,Arizona Coyotes,53,25.0,0.9142857142857143,0.08108108108108109,37,35,-24.0,4.0,54.7,0
0015,Anaheim Ducks,24,0.0,0.8275862068965517,0.09090909090909091,22,29,1.0,1.0,57.9,Vegas Golden Knights,54,0.0,0.9090909090909091,0.1724137931034483,29,22,1.0,1.0,42.1,1
0016,Minnesota Wild,30,0.0,0.9117647058823529,0.14814814814814814,27,34,-24.0,6.0,38.7,Los Angeles Kings,26,25.0,0.8518518518518519,0.08823529411764706,34,27,1.0,4.0,61.3,0
0017,Washington Capitals,15,0.0,0.967741935483871,0.09523809523809523,21,31,1.0,0.0,46.9,Buffalo Sabres,7,0.0,0.9047619047619048,0.03225806451612903,31,21,1.0,5.0,53.1,0
0018,Pittsburgh Penguins,5,20.0,0.75,0.06060606060606061,33,20,-15.7,5.0,54.0,Philadelphia Flyers,4,16.7,0.9393939393939394,0.25,20,33,-19.0,6.0,46.0,1
0019,Chicago Blackhawks,16,25.0,0.8648648648648649,0.05405405405405406,37,37,1.0,4.0,50.0,Tampa Bay Lightning,14,0.0,0.9459459459459459,0.13513513513513514,37,37,-24.0,3.0,50.0,1
0021,Toronto Maple Leafs,10,40.0,0.7916666666666666,0.13043478260869565,23,24,-19.0,5.0,55.2,Ottawa Senators,9,20.0,0.8695652173913043,0.20833333333333334,24,23,-39.0,5.0,44.8,1
0022,St. Louis Blues,19,0.0,0.7894736842105263,0.0,21,38,-70.4,4.0,50.0,Colorado Avalanche,21,71.4,1.0,0.21052631578947367,38,21,1.0,7.0,50.0,1
0023,Boston Bruins,6,0.0,0.9354838709677419,0.03571428571428571,28,31,1.0,2.0,64.9,New Jersey Devils,1,0.0,0.9642857142857143,0.06451612903225806,31,28,1.0,3.0,35.1,1
0024,New York Islanders,2,0.0,0.84375,0.0,23,32,-11.5,4.0,55.4,New York Rangers,3,12.5,1.0,0.15625,32,23,1.0,8.0,44.6,1
0025,Carolina Hurricanes,12,20.0,0.8095238095238095,0.06451612903225806,31,21,1.0,5.0,46.8,Detroit Red Wings,17,0.0,0.9354838709677419,0.19047619047619047,21,31,-19.0,2.0,53.2,1
0026,Columbus Blue Jackets,29,0.0,0.8484848484848485,0.045454545454545456,44,33,1.0,2.0,45.6,Nashville Predators,18,0.0,0.9545454545454546,0.15151515151515152,33,44,1.0,3.0,54.4,1
0027,Toronto Maple Leafs,10,25.0,0.8947368421052632,0.075,40,19,1.0,4.0,62.5,Ottawa Senators,9,0.0,0.925,0.10526315789473684,19,40,-24.0,5.0,37.5,0
0028,Vancouver Canucks,23,0.0,0.9142857142857143,0.0,32,35,-49.0,4.0,60.0,Calgary Flames,20,50.0,1.0,0.08571428571428572,35,32,1.0,6.0,40.0,1
0029,Montréal Canadiens,8,50.0,0.9714285714285714,0.1388888888888889,36,35,1.0,2.0,39.6,Edmonton Oilers,22,0.0,0.8611111111111112,0.02857142857142857,35,36,-49.0,3.0,60.4,0
0030,San Jose Sharks,28,50.0,0.8076923076923077,0.08823529411764706,34,26,-32.3,4.0,40.4,Arizona Coyotes,53,33.3,0.9117647058823529,0.19230769230769232,26,34,-49.0,3.0,59.6,1
0031,Anaheim Ducks,24,0.0,0.9393939393939394,0.045454545454545456,22,33,1.0,2.0,50.0,Vegas Golden Knights,54,0.0,0.9545454545454546,0.06060606060606061,33,22,1.0,1.0,50.0,1
0032,Minnesota Wild,30,0.0,0.9090909090909091,0.09090909090909091,44,33,1.0,5.0,54.5,Los Angeles Kings,26,0.0,0.9090909090909091,0.09090909090909091,33,44,1.0,5.0,45.5,0
0034,Chicago Blackhawks,16,33.3,0.8611111111111112,0.06666666666666667,30,36,-24.0,3.0,46.7,Florida Panthers,13,25.0,0.9333333333333333,0.1388888888888889,36,30,-32.3,4.0,53.3,1
0035,Washington Capitals,15,25.0,0.8888888888888888,0.13043478260869565,23,27,1.0,4.0,46.9,Pittsburgh Penguins,5,0.0,0.8695652173913043,0.1111111111111111,27,23,-24.0,5.0,53.1,0
0036,Boston Bruins,6,0.0,0.9411764705882353,0.0,27,17,1.0,3.0,49.1,New York Islanders,2,0.0,1.0,0.058823529411764705,17,27,1.0,5.0,50.9,1
0037,Buffalo Sabres,7,50.0,0.9545454545454546,0.16216216216216217,37,22,1.0,4.0,56.5,Philadelphia Flyers,4,0.0,0.8378378378378378,0.045454545454545456,22,37,-49.0,1.0,43.5,0
0038,Columbus Blue Jackets,29,0.0,0.9459459459459459,0.10344827586206896,29,37,1.0,1.0,41.0,Detroit Red Wings,17,0.0,0.896551724137931,0.05405405405405406,37,29,1.0,2.0,59.0,0
0039,San Jose Sharks,28,66.7,0.8484848484848485,0.15384615384615385,26,33,1.0,3.0,50.8,St. Louis Blues,19,0.0,0.8461538461538461,0.15151515151515152,33,26,-65.7,3.0,49.2,1
0040,Carolina Hurricanes,12,25.0,0.9393939393939394,0.16666666666666666,24,33,-19.0,4.0,33.3,Nashville Predators,18,20.0,0.8333333333333334,0.06060606060606061,33,24,-24.0,5.0,66.7,0
0041,Winnipeg Jets,52,0.0,0.9210526315789473,0.03571428571428571,28,38,-99.0,4.0,35.4,Toronto Maple Leafs,10,100.0,0.9642857142857143,0.07894736842105263,38,28,1.0,1.0,64.6,1
0042,Vancouver Canucks,23,0.0,0.84375,0.07407407407407407,27,32,-27.6,4.0,46.9,Calgary Flames,20,28.6,0.9259259259259259,0.15625,32,27,1.0,7.0,53.1,1
0043,Montréal Canadiens,8,20.0,0.9615384615384616,0.08823529411764706,34,26,1.0,5.0,44.4,Edmonton Oilers,22,0.0,0.9117647058823529,0.038461538461538464,26,34,-19.0,7.0,55.6,0
0044,Arizona Coyotes,53,20.0,0.8571428571428571,0.0625,32,28,1.0,5.0,51.4,Vegas Golden Knights,54,0.0,0.9375,0.14285714285714285,28,32,-19.0,5.0,48.6,1
0045,Minnesota Wild,30,0.0,0.9629629629629629,0.0,34,27,1.0,5.0,46.7,Anaheim Ducks,24,0.0,1.0,0.037037037037037035,27,34,1.0,2.0,53.3,1
0046,New Jersey Devils,1,50.0,0.94,0.14285714285714285,28,50,-32.3,2.0,50.9,New York Rangers,3,33.3,0.8571428571428571,0.06,50,28,-49.0,6.0,49.1,0
0047,Buffalo Sabres,7,0.0,0.9,0.0,40,30,1.0,3.0,48.4,Philadelphia Flyers,4,0.0,1.0,0.1,30,40,1.0,2.0,51.6,1
0049,Chicago Blackhawks,16,100.0,0.8333333333333334,0.1111111111111111,36,30,-49.0,2.0,54.5,Florida Panthers,13,50.0,0.8888888888888888,0.16666666666666666,30,36,-99.0,4.0,45.5,1
0050,Washington Capitals,15,0.0,0.8333333333333334,0.15384615384615385,26,30,-65.7,2.0,37.1,Pittsburgh Penguins,5,66.7,0.8461538461538461,0.16666666666666666,30,26,1.0,3.0,62.9,1
0051,Columbus Blue Jackets,29,0.0,0.8888888888888888,0.08333333333333333,24,27,-99.0,2.0,35.7,Detroit Red Wings,17,100.0,0.9166666666666666,0.1111111111111111,27,24,1.0,1.0,64.3,1
0052,Carolina Hurricanes,12,66.7,0.9473684210526315,0.14285714285714285,28,38,-32.3,3.0,48.4,Nashville Predators,18,33.3,0.8571428571428571,0.05263157894736842,38,28,-65.7,3.0,51.6,0
0053,Winnipeg Jets,52,20.0,0.926829268292683,0.14285714285714285,28,41,-39.0,5.0,45.6,Ottawa Senators,9,40.0,0.8571428571428571,0.07317073170731707,41,28,-19.0,5.0,54.4,0
0054,Colorado Avalanche,21,33.3,0.92,0.125,24,25,-32.3,6.0,51.9,Los Angeles Kings,26,33.3,0.875,0.08,25,24,-32.3,3.0,48.1,0
0055,San Jose Sharks,28,0.0,0.9565217391304348,0.02631578947368421,38,23,1.0,7.0,44.9,St. Louis Blues,19,0.0,0.9736842105263158,0.043478260869565216,23,38,1.0,5.0,55.1,0
0056,Edmonton Oilers,22,33.3,0.9615384615384616,0.13636363636363635,22,26,1.0,3.0,42.0,Toronto Maple Leafs,10,0.0,0.8636363636363636,0.038461538461538464,26,22,-32.3,2.0,58.0,0
0057,Montréal Canadiens,8,100.0,0.8214285714285714,0.1388888888888889,36,28,-49.0,1.0,53.6,Vancouver Canucks,23,50.0,0.8611111111111112,0.17857142857142858,28,36,-99.0,6.0,46.4,0
0058,Arizona Coyotes,53,0.0,0.8275862068965517,0.08695652173913043,23,29,-13.3,4.0,48.1,Vegas Golden Knights,54,14.3,0.9130434782608695,0.1724137931034483,29,23,1.0,7.0,51.9,1
0059,Minnesota Wild,30,25.0,0.9166666666666666,0.09375,32,24,1.0,4.0,44.8,Anaheim Ducks,24,0.0,0.90625,0.08333333333333333,24,32,-24.0,2.0,55.2,0
0060,Philadelphia Flyers,4,40.0,0.9069767441860465,0.15384615384615385,26,43,-32.3,5.0,37.1,Boston Bruins,6,33.3,0.8461538461538461,0.09302325581395349,43,26,-39.0,3.0,62.9,0
0061,New Jersey Devils,1,0.0,0.8857142857142857,0.03225806451612903,31,35,-65.7,1.0,36.7,New York Islanders,2,66.7,0.967741935483871,0.11428571428571428,35,31,1.0,3.0,63.3,1
0062,Florida Panthers,13,25.0,0.9142857142857143,0.10810810810810811,37,35,-32.3,4.0,40.3,Carolina Hurricanes,12,33.3,0.8918918918918919,0.08571428571428572,35,37,-24.0,3.0,59.7,0
0063,Tampa Bay Lightning,14,0.0,0.92,0.08108108108108109,37,25,-24.0,1.0,45.5,Columbus Blue Jackets,29,25.0,0.918918918918919,0.08,25,37,1.0,4.0,54.5,0
0064,Winnipeg Jets,52,0.0,0.9655172413793104,0.13793103448275862,29,29,1.0,7.0,55.1,Ottawa Senators,9,0.0,0.8620689655172413,0.034482758620689655,29,29,1.0,3.0,44.9,0
0065,Montréal Canadiens,8,11.1,0.8235294117647058,0.16666666666666666,42,17,-19.0,9.0,50.8,Vancouver Canucks,23,20.0,0.8333333333333334,0.17647058823529413,17,42,-10.1,5.0,49.2,0
0066,Colorado Avalanche,21,25.0,0.8518518518518519,0.07692307692307693,26,27,-39.0,4.0,53.7,Los Angeles Kings,26,40.0,0.9230769230769231,0.14814814814814814,27,26,-24.0,5.0,46.3,1
0067,Buffalo Sabres,7,0.0,0.90625,0.1111111111111111,27,32,1.0,2.0,60.0,Washington Capitals,15,0.0,0.8888888888888888,0.09375,32,27,1.0,1.0,40.0,0
0068,New York Rangers,3,25.0,0.8928571428571429,0.08823529411764706,34,28,-49.0,4.0,34.0,Pittsburgh Penguins,5,50.0,0.9117647058823529,0.10714285714285714,28,34,-24.0,2.0,66.0,0
0069,Detroit Red Wings,17,0.0,0.8571428571428571,0.03225806451612903,31,28,-39.0,5.0,56.9,Chicago Blackhawks,16,40.0,0.967741935483871,0.14285714285714285,28,31,1.0,5.0,43.1,1
0070,Edmonton Oilers,22,0.0,0.8620689655172413,0.0625,32,29,-99.0,2.0,44.0,Toronto Maple Leafs,10,100.0,0.9375,0.13793103448275862,29,32,1.0,2.0,56.0,1
0071,San Jose Sharks,28,0.0,0.8620689655172413,0.034482758620689655,29,29,1.0,3.0,57.6,Minnesota Wild,30,0.0,0.9655172413793104,0.13793103448275862,29,29,1.0,3.0,42.4,1
0072,Nashville Predators,18,0.0,0.75,0.0,34,28,-61.5,5.0,56.3,Dallas Stars,25,62.5,1.0,0.25,28,34,1.0,8.0,43.7,1
0073,Vegas Golden Knights,54,25.0,0.8076923076923077,0.06451612903225806,31,26,-32.3,4.0,59.2,Arizona Coyotes,53,33.3,0.9354838709677419,0.19230769230769232,26,31,-24.0,6.0,40.8,1
0074,Colorado Avalanche,21,25.0,0.9473684210526315,0.09375,32,38,1.0,4.0,53.8,Anaheim Ducks,24,0.0,0.90625,0.05263157894736842,38,32,-24.0,5.0,46.2,0
0075,Philadelphia Flyers,4,0.0,0.7692307692307693,0.058823529411764705,17,26,-74.0,2.0,54.2,Boston Bruins,6,75.0,0.9411764705882353,0.23076923076923078,26,17,1.0,4.0,45.8,1
0077,Tampa Bay Lightning,14,33.3,0.8214285714285714,0.0625,32,28,1.0,3.0,50.8,Columbus Blue Jackets,29,0.0,0.9375,0.17857142857142858,28,32,-32.3,2.0,49.2,1
0078,Los Angeles Kings,26,20.0,0.8666666666666667,0.08695652173913043,23,30,-49.0,5.0,44.1,St. Louis Blues,19,50.0,0.9130434782608695,0.13333333333333333,30,23,-19.0,2.0,55.9,1
0079,Ottawa Senators,9,0.0,0.8421052631578947,0.14285714285714285,21,38,-65.7,2.0,47.2,Winnipeg Jets,52,66.7,0.8571428571428571,0.15789473684210525,38,21,1.0,3.0,52.8,1
0080,Montréal Canadiens,8,0.0,0.92,0.15151515151515152,33,25,1.0,3.0,39.3,Vancouver Canucks,23,0.0,0.8484848484848485,0.08,25,33,1.0,3.0,60.7,0
0081,New York Islanders,2,0.0,0.9166666666666666,0.0,28,24,-49.0,2.0,61.0,New Jersey Devils,1,50.0,1.0,0.08333333333333333,24,28,1.0,2.0,39.0,1
0082,Buffalo Sabres,7,60.0,0.9032258064516129,0.0625,48,31,-65.7,5.0,51.4,Washington Capitals,15,66.7,0.9375,0.0967741935483871,31,48,-59.0,3.0,48.6,0
0083,New York Rangers,3,0.0,0.8421052631578947,0.07692307692307693,26,19,1.0,2.0,50.9,Pittsburgh Penguins,5,0.0,0.9230769230769231,0.15789473684210525,19,26,1.0,0.0,49.1,1
0084,Detroit Red Wings,17,40.0,0.8285714285714286,0.07407407407407407,27,35,-49.0,5.0,50.0,Chicago Blackhawks,16,50.0,0.9259259259259259,0.17142857142857143,35,27,-39.0,2.0,50.0,1
0085,Los Angeles Kings,26,25.0,0.9032258064516129,0.17142857142857143,35,31,1.0,4.0,50.0,St. Louis Blues,19,0.0,0.8285714285714286,0.0967741935483871,31,35,-24.0,2.0,50.0,0
0086,Edmonton Oilers,22,0.0,0.9210526315789473,0.10526315789473684,38,38,-49.0,3.0,50.9,Winnipeg Jets,52,50.0,0.8947368421052632,0.07894736842105263,38,38,1.0,2.0,49.1,0
0087,Toronto Maple Leafs,10,25.0,0.9393939393939394,0.09375,32,33,-24.0,4.0,52.0,Calgary Flames,20,25.0,0.90625,0.06060606060606061,33,32,-24.0,4.0,48.0,0
0088,San Jose Sharks,28,25.0,0.896551724137931,0.1388888888888889,36,29,-24.0,4.0,57.1,Minnesota Wild,30,25.0,0.8611111111111112,0.10344827586206896,29,36,-24.0,4.0,42.9,0
0089,Nashville Predators,18,25.0,0.8636363636363636,0.11764705882352941,17,22,-74.0,4.0,50.8,Dallas Stars,25,75.0,0.8823529411764706,0.13636363636363635,22,17,-24.0,4.0,49.2,1
0090,Vegas Golden Knights,54,0.0,1.0,0.037037037037037035,27,16,1.0,2.0,61.4,Arizona Coyotes,53,0.0,0.9629629629629629,0.0,16,27,1.0,2.0,38.6,0
0091,Colorado Avalanche,21,0.0,0.8,0.030303030303030304,33,15,1.0,4.0,54.5,Anaheim Ducks,24,0.0,0.9696969696969697,0.2,15,33,1.0,3.0,45.5,1
0092,Ottawa Senators,9,0.0,0.8,0.027777777777777776,36,35,1.0,5.0,36.4,Vancouver Canucks,23,0.0,0.9722222222222222,0.2,35,36,1.0,2.0,63.6,1
0093,Pittsburgh Penguins,5,0.0,0.9166666666666666,0.06666666666666667,30,36,-32.3,6.0,30.3,Boston Bruins,6,33.3,0.9333333333333333,0.08333333333333333,36,30,1.0,3.0,69.7,1
0094,New York Rangers,3,0.0,0.875,0.06666666666666667,30,24,-49.0,3.0,30.4,Buffalo Sabres,7,50.0,0.9333333333333333,0.125,24,30,1.0,4.0,69.6,1
0095,Philadelphia Flyers,4,40.0,0.8846153846153846,0.16129032258064516,31,26,1.0,5.0,51.7,New Jersey Devils,1,0.0,0.8387096774193549,0.11538461538461539,26,31,-39.0,1.0,48.3,0
0096,New York Islanders,2,0.0,0.918918918918919,0.058823529411764705,34,37,-49.0,3.0,50.0,Washington Capitals,15,50.0,0.9411764705882353,0.08108108108108109,37,34,1.0,2.0,50.0,1
0097,Tampa Bay Lightning,14,25.0,0.9444444444444444,0.125,32,36,-32.3,4.0,43.8,Carolina Hurricanes,12,33.3,0.875,0.05555555555555555,36,32,-24.0,3.0,56.2,0
0098,Florida Panthers,13,0.0,0.8636363636363636,0.0967741935483871,31,22,1.0,3.0,50.0,Columbus Blue Jackets,29,0.0,0.9032258064516129,0.13636363636363635,22,31,1.0,6.0,50.0,0
0099,Chicago Blackhawks,16,50.0,0.9230769230769231,0.1,20,39,1.0,2.0,46.8,Nashville Predators,18,0.0,0.9,0.07692307692307693,39,20,-49.0,4.0,53.2,1
0100,Edmonton Oilers,22,100.0,0.8181818181818182,0.15384615384615385,26,33,-19.0,2.0,41.1,Winnipeg Jets,52,20.0,0.8461538461538461,0.18181818181818182,33,26,-99.0,5.0,58.9,1
0101,Toronto Maple Leafs,10,50.0,0.8846153846153846,0.19047619047619047,21,26,-24.0,2.0,44.6,Calgary Flames,20,25.0,0.8095238095238095,0.11538461538461539,26,21,-49.0,4.0,55.4,0
0102,Los Angeles Kings,26,0.0,0.9696969696969697,0.09523809523809523,21,33,1.0,3.0,50.9,Minnesota Wild,30,0.0,0.9047619047619048,0.030303030303030304,33,21,1.0,3.0,49.1,0
0103,Detroit Red Wings,17,0.0,0.9090909090909091,0.047619047619047616,21,22,-24.0,3.0,46.2,Dallas Stars,25,25.0,0.9523809523809523,0.09090909090909091,22,21,1.0,4.0,53.8,1
0104,San Jose Sharks,28,0.0,0.8333333333333334,0.1,30,42,-19.0,5.0,52.9,Colorado Avalanche,21,20.0,0.9,0.16666666666666666,42,30,1.0,5.0,47.1,1
0105,Anaheim Ducks,24,0.0,1.0,0.041666666666666664,24,31,1.0,1.0,54.5,Arizona Coyotes,53,0.0,0.9583333333333334,0.0,31,24,1.0,3.0,45.5,0
0106,St. Louis Blues,19,20.0,0.9130434782608695,0.16,25,46,-15.7,5.0,53.0,Vegas Golden Knights,54,16.7,0.84,0.08695652173913043,46,25,-19.0,6.0,47.0,0
0107,Chicago Blackhawks,16,0.0,0.9761904761904762,0.03333333333333333,30,42,1.0,4.0,40.5,Nashville Predators,18,0.0,0.9666666666666667,0.023809523809523808,42,30,1.0,4.0,59.5,0
0108,Ottawa Senators,9,25.0,0.8571428571428571,0.023255813953488372,43,35,-32.3,4.0,50.0,Vancouver Canucks,23,33.3,0.9767441860465116,0.14285714285714285,35,43,-24.0,3.0,50.0,1
0109,Pittsburgh Penguins,5,0.0,0.8,0.058823529411764705,17,20,-49.0,3.0,37.2,Boston Bruins,6,50.0,0.9411764705882353,0.2,20,17,1.0,2.0,62.8,1
0110,New York Rangers,3,0.0,0.92,0.07692307692307693,39,25,-24.0,3.0,47.4,Buffalo Sabres,7,25.0,0.9230769230769231,0.08,25,39,1.0,4.0,52.6,0
0111,Philadelphia Flyers,4,0.0,0.9705882352941176,0.17647058823529413,17,34,1.0,2.0,73.6,New Jersey Devils,1,0.0,0.8235294117647058,0.029411764705882353,34,17,1.0,4.0,26.4,0
0112,New York Islanders,2,33.3,0.7391304347826086,0.1,30,23,-65.7,3.0,55.4,Washington Capitals,15,66.7,0.9,0.2608695652173913,23,30,-32.3,3.0,44.6,1
0113,Tampa Bay Lightning,14,0.0,0.9714285714285714,0.0,32,35,1.0,3.0,50.9,Carolina Hurricanes,12,0.0,1.0,0.02857142857142857,35,32,1.0,4.0,49.1,1
0114,Florida Panthers,13,0.0,0.9354838709677419,0.05714285714285714,35,31,-32.3,1.0,54.4,Columbus Blue Jackets,29,33.3,0.9428571428571428,0.06451612903225806,31,35,1.0,3.0,45.6,0
